"","age","gender","status","salary","bank"
"546",45,"Male","Single",3784,"bandit-picsou"
"547",19,"Female","Single",2818,"bandit-picsou"
"548",86,"Female","Widowed",5287,"bandit-profit"
"549",44,"Male","Married",3531,"bandit-picsou"
"550",24,"Male","Single",1635,"bandit-radinou"
"551",33,"Female","Single",3503,"bandit-profit"
"552",82,"Male","Married",5369,"bandit-donsaluste"
"553",54,"Male","Married",4777,"bandit-picsou"
"554",63,"Male","Married",4719,"bandit-profit"
"555",82,"Male","Widowed",5000,"bandit-donsaluste"
"556",61,"Female","Married",4479,"bandit-profit"
"557",45,"Male","Married",3477,"bandit-profit"
"558",63,"Female","Married",5334,"bandit-donsaluste"
"559",43,"Male","Single",4234,"bandit-profit"
"560",59,"Female","Married",4461,"bandit-profit"
"561",72,"Female","Married",5265,"bandit-donsaluste"
"562",37,"Male","Single",4581,"bandit-donsaluste"
"563",62,"Female","Widowed",4647,"bandit-donsaluste"
"564",78,"Male","Divorced",4504,"bandit-profit"
"565",59,"Female","Single",4230,"bandit-profit"
"566",23,"Female","Single",2162,"bandit-radinou"
"567",20,"Female","Single",2236,"bandit-radinou"
"568",19,"Male","Single",2698,"bandit-radinou"
"569",61,"Female","Married",5461,"bandit-profit"
"570",23,"Female","Single",3034,"bandit-radinou"
"571",68,"Female","Widowed",4601,"bandit-profit"
"572",69,"Male","Married",4944,"bandit-donsaluste"
"573",85,"Female","Married",4622,"bandit-profit"
"574",24,"Male","Single",2265,"bandit-radinou"
"575",25,"Female","Single",3478,"bandit-picsou"
"576",74,"Female","Divorced",4685,"bandit-profit"
"577",56,"Female","Divorced",3523,"bandit-profit"
"578",61,"Male","Divorced",4789,"bandit-donsaluste"
"579",76,"Male","Married",5182,"bandit-radinou"
"580",18,"Male","Single",2311,"bandit-picsou"
"581",54,"Male","Married",4508,"bandit-donsaluste"
"582",25,"Female","Single",2727,"bandit-picsou"
"583",41,"Male","Single",4348,"bandit-radinou"
"584",59,"Female","Single",4784,"bandit-profit"
"585",21,"Male","Single",2573,"bandit-radinou"
"586",64,"Male","Married",4880,"bandit-picsou"
"587",57,"Male","Single",5110,"bandit-donsaluste"
"588",54,"Female","Married",4489,"bandit-donsaluste"
"589",35,"Male","Married",3832,"bandit-radinou"
"590",50,"Male","Divorced",5020,"bandit-donsaluste"
"591",89,"Male","Married",5581,"bandit-radinou"
"592",60,"Male","Married",4978,"bandit-profit"
"593",86,"Male","Widowed",5199,"bandit-donsaluste"
"594",41,"Female","Married",4731,"bandit-picsou"
"595",49,"Male","Single",3902,"bandit-profit"
"596",71,"Female","Divorced",4022,"bandit-donsaluste"
"597",40,"Male","Married",3424,"bandit-picsou"
"598",42,"Male","Single",4340,"bandit-radinou"
"599",22,"Female","Single",1598,"bandit-picsou"
"600",23,"Female","Single",2027,"bandit-picsou"
"601",25,"Female","Single",2093,"bandit-donsaluste"
"602",67,"Male","Single",4738,"bandit-profit"
"603",59,"Female","Married",4033,"bandit-donsaluste"
"604",56,"Female","Married",4846,"bandit-radinou"
"605",66,"Female","Married",5299,"bandit-donsaluste"
"606",55,"Female","Divorced",4683,"bandit-profit"
"607",19,"Male","Single",2546,"bandit-radinou"
"608",20,"Male","Single",1987,"bandit-radinou"
"609",48,"Female","Married",4245,"bandit-donsaluste"
"610",22,"Female","Single",1892,"bandit-picsou"
"611",28,"Male","Single",3260,"bandit-donsaluste"
"612",77,"Female","Widowed",4721,"bandit-donsaluste"
"613",30,"Female","Single",3552,"bandit-profit"
"614",26,"Female","Single",2513,"bandit-picsou"
"615",77,"Female","Married",5458,"bandit-profit"
"616",50,"Male","Single",4622,"bandit-donsaluste"
"617",35,"Male","Single",4085,"bandit-radinou"
"618",64,"Female","Married",5328,"bandit-profit"
"619",36,"Female","Married",3866,"bandit-profit"
"620",24,"Female","Married",2434,"bandit-radinou"
"621",89,"Male","Widowed",5233,"bandit-profit"
"622",74,"Female","Married",5387,"bandit-profit"
"623",45,"Female","Single",4468,"bandit-profit"
"624",49,"Male","Single",3294,"bandit-donsaluste"
"625",69,"Female","Married",4212,"bandit-profit"
"626",39,"Female","Single",3107,"bandit-picsou"
"627",32,"Female","Single",3379,"bandit-profit"
"628",43,"Female","Married",4380,"bandit-radinou"
"629",21,"Male","Single",2892,"bandit-profit"
"630",57,"Female","Divorced",4376,"bandit-picsou"
"631",43,"Female","Single",3858,"bandit-picsou"
"632",28,"Female","Single",1579,"bandit-radinou"
"633",51,"Female","Married",4579,"bandit-donsaluste"
"634",36,"Female","Married",3824,"bandit-picsou"
"635",50,"Female","Single",4039,"bandit-profit"
"636",44,"Male","Married",3990,"bandit-donsaluste"
"637",34,"Male","Single",3557,"bandit-radinou"
"638",40,"Male","Single",4092,"bandit-donsaluste"
"639",64,"Male","Married",4601,"bandit-profit"
"640",82,"Female","Married",4898,"bandit-profit"
"641",45,"Female","Married",3839,"bandit-profit"
"642",56,"Male","Married",4333,"bandit-donsaluste"
"643",60,"Female","Divorced",5255,"bandit-profit"
"644",81,"Male","Widowed",4746,"bandit-profit"
"645",30,"Female","Single",2784,"bandit-picsou"
"646",64,"Female","Divorced",5027,"bandit-donsaluste"
"647",66,"Female","Married",4954,"bandit-profit"
"648",64,"Female","Married",5445,"bandit-profit"
"649",32,"Male","Married",3471,"bandit-radinou"
"650",51,"Female","Married",4018,"bandit-donsaluste"
"651",59,"Female","Divorced",4476,"bandit-profit"
"652",21,"Female","Single",2533,"bandit-radinou"
"653",56,"Female","Divorced",3733,"bandit-profit"
"654",40,"Male","Married",4619,"bandit-profit"
"655",19,"Female","Single",2847,"bandit-donsaluste"
"656",68,"Female","Single",5255,"bandit-profit"
"657",57,"Male","Married",4254,"bandit-donsaluste"
"658",50,"Male","Divorced",4584,"bandit-donsaluste"
"659",50,"Male","Married",4616,"bandit-profit"
"660",81,"Male","Married",5301,"bandit-profit"
"661",49,"Female","Divorced",4027,"bandit-donsaluste"
"662",36,"Male","Single",3486,"bandit-profit"
"663",64,"Male","Married",4661,"bandit-profit"
"664",69,"Male","Single",5306,"bandit-profit"
"665",51,"Female","Married",4002,"bandit-donsaluste"
"666",26,"Female","Single",3433,"bandit-radinou"
"667",58,"Male","Married",4548,"bandit-donsaluste"
"668",52,"Male","Married",4363,"bandit-donsaluste"
"669",33,"Female","Single",3624,"bandit-profit"
"670",31,"Male","Single",4186,"bandit-donsaluste"
"671",82,"Female","Widowed",5378,"bandit-donsaluste"
"672",26,"Female","Married",3494,"bandit-picsou"
"673",60,"Female","Married",5100,"bandit-donsaluste"
"674",80,"Male","Widowed",4157,"bandit-profit"
"675",24,"Female","Single",2341,"bandit-donsaluste"
"676",19,"Female","Single",2317,"bandit-radinou"
"677",20,"Female","Single",2341,"bandit-radinou"
"678",23,"Male","Single",1925,"bandit-picsou"
"679",38,"Male","Single",4129,"bandit-picsou"
"680",31,"Female","Single",3441,"bandit-donsaluste"
"681",38,"Female","Married",3803,"bandit-profit"
"682",83,"Male","Widowed",4631,"bandit-profit"
"683",31,"Male","Married",3550,"bandit-radinou"
"684",20,"Male","Single",2421,"bandit-radinou"
"685",87,"Female","Married",5645,"bandit-profit"
"686",22,"Female","Single",2193,"bandit-picsou"
"687",61,"Male","Married",4734,"bandit-profit"
"688",59,"Female","Married",4536,"bandit-donsaluste"
"689",83,"Female","Married",5308,"bandit-profit"
"690",27,"Male","Single",2980,"bandit-radinou"
"691",30,"Female","Single",3530,"bandit-picsou"
"692",58,"Female","Single",5015,"bandit-profit"
"693",74,"Female","Married",4588,"bandit-profit"
"694",68,"Female","Married",5018,"bandit-donsaluste"
"695",21,"Female","Single",2630,"bandit-radinou"
"696",89,"Male","Widowed",4851,"bandit-profit"
"697",55,"Male","Divorced",4131,"bandit-profit"
"698",57,"Male","Married",3840,"bandit-picsou"
"699",85,"Male","Widowed",5013,"bandit-donsaluste"
"700",68,"Female","Married",4744,"bandit-radinou"
"701",83,"Male","Widowed",5440,"bandit-profit"
"702",76,"Female","Married",5358,"bandit-donsaluste"
"703",26,"Male","Single",2367,"bandit-profit"
"704",31,"Male","Single",3532,"bandit-picsou"
"705",66,"Female","Married",5748,"bandit-profit"
"706",58,"Male","Married",4435,"bandit-profit"
"707",80,"Female","Married",5179,"bandit-donsaluste"
"708",33,"Male","Single",3253,"bandit-picsou"
"709",38,"Female","Married",4147,"bandit-radinou"
"710",63,"Female","Married",4819,"bandit-profit"
"711",32,"Male","Single",2703,"bandit-picsou"
"712",27,"Male","Single",2654,"bandit-radinou"
"713",89,"Male","Widowed",5035,"bandit-donsaluste"
"714",80,"Female","Married",4279,"bandit-profit"
"715",75,"Male","Widowed",5767,"bandit-radinou"
"716",52,"Female","Single",3194,"bandit-donsaluste"
"717",36,"Male","Single",3639,"bandit-picsou"
"718",86,"Male","Widowed",5010,"bandit-donsaluste"
"719",36,"Male","Single",3405,"bandit-profit"
"720",32,"Female","Single",3717,"bandit-donsaluste"
"721",70,"Female","Married",5480,"bandit-profit"
"722",78,"Male","Divorced",5413,"bandit-donsaluste"
"723",59,"Female","Married",4925,"bandit-profit"
"724",56,"Female","Single",4246,"bandit-donsaluste"
"725",70,"Female","Married",4888,"bandit-donsaluste"
"726",38,"Male","Married",3006,"bandit-picsou"
"727",53,"Male","Married",4428,"bandit-radinou"
"728",70,"Female","Married",4369,"bandit-donsaluste"
"729",39,"Female","Married",3867,"bandit-picsou"
"730",55,"Female","Married",4697,"bandit-profit"
"731",54,"Male","Single",4239,"bandit-picsou"
"732",66,"Female","Married",4249,"bandit-donsaluste"
"733",34,"Male","Single",3310,"bandit-picsou"
"734",59,"Male","Divorced",5115,"bandit-profit"
"735",20,"Female","Single",3315,"bandit-picsou"
"736",90,"Male","Widowed",4910,"bandit-radinou"
"737",28,"Female","Single",2929,"bandit-radinou"
"738",65,"Female","Married",5484,"bandit-radinou"
"739",29,"Male","Single",3176,"bandit-picsou"
"740",51,"Male","Married",4165,"bandit-profit"
"741",69,"Female","Divorced",4664,"bandit-donsaluste"
"742",49,"Female","Single",3998,"bandit-radinou"
"743",70,"Female","Married",4535,"bandit-profit"
"744",41,"Male","Single",3558,"bandit-picsou"
"745",34,"Male","Single",2865,"bandit-profit"
"746",54,"Female","Married",4474,"bandit-donsaluste"
"747",45,"Male","Single",4193,"bandit-profit"
"748",46,"Male","Married",3341,"bandit-picsou"
"749",78,"Female","Married",4427,"bandit-profit"
"750",23,"Male","Single",2421,"bandit-radinou"
"751",30,"Female","Single",3634,"bandit-radinou"
"752",51,"Male","Divorced",4159,"bandit-donsaluste"
"753",88,"Male","Widowed",5081,"bandit-profit"
"754",24,"Female","Single",2622,"bandit-picsou"
"755",27,"Male","Single",2923,"bandit-donsaluste"
"756",33,"Female","Single",3487,"bandit-radinou"
"757",49,"Female","Married",3955,"bandit-donsaluste"
"758",20,"Female","Single",2024,"bandit-radinou"
"759",42,"Male","Married",4290,"bandit-donsaluste"
"760",63,"Female","Married",4858,"bandit-profit"
"761",54,"Female","Married",5130,"bandit-donsaluste"
"762",65,"Female","Married",5173,"bandit-donsaluste"
"763",28,"Female","Single",2318,"bandit-picsou"
"764",44,"Female","Married",4076,"bandit-donsaluste"
"765",40,"Male","Married",4570,"bandit-picsou"
"766",50,"Female","Married",4339,"bandit-profit"
"767",18,"Male","Single",2907,"bandit-radinou"
"768",32,"Male","Single",3853,"bandit-donsaluste"
"769",37,"Female","Married",3729,"bandit-donsaluste"
"770",54,"Female","Married",4402,"bandit-donsaluste"
"771",61,"Female","Single",4739,"bandit-profit"
"772",51,"Male","Divorced",4306,"bandit-donsaluste"
"773",49,"Male","Single",4105,"bandit-donsaluste"
"774",29,"Female","Single",2955,"bandit-radinou"
"775",35,"Female","Single",3454,"bandit-picsou"
"776",85,"Male","Widowed",5540,"bandit-profit"
"777",31,"Male","Married",2957,"bandit-profit"
"778",45,"Female","Married",4102,"bandit-profit"
"779",70,"Male","Married",4574,"bandit-profit"
"780",40,"Male","Married",2955,"bandit-donsaluste"
"781",31,"Female","Single",3191,"bandit-profit"
"782",67,"Male","Married",4810,"bandit-profit"
"783",63,"Female","Married",5559,"bandit-donsaluste"
"784",31,"Male","Single",3978,"bandit-picsou"
"785",47,"Male","Single",4253,"bandit-picsou"
"786",26,"Male","Single",2947,"bandit-picsou"
"787",64,"Male","Divorced",5391,"bandit-donsaluste"
"788",27,"Female","Single",3052,"bandit-profit"
"789",75,"Male","Divorced",4539,"bandit-donsaluste"
"790",54,"Male","Divorced",3937,"bandit-donsaluste"
"791",39,"Female","Married",3457,"bandit-profit"
"792",26,"Female","Single",3031,"bandit-donsaluste"
"793",31,"Male","Single",3083,"bandit-profit"
"794",78,"Female","Married",4712,"bandit-profit"
"795",50,"Female","Single",4919,"bandit-donsaluste"
"796",20,"Male","Single",2080,"bandit-radinou"
"797",50,"Female","Married",3910,"bandit-donsaluste"
"798",40,"Female","Single",3624,"bandit-donsaluste"
"799",29,"Female","Single",2522,"bandit-radinou"
"800",87,"Female","Married",4326,"bandit-profit"
"801",23,"Male","Single",3226,"bandit-radinou"
"802",63,"Female","Single",5530,"bandit-profit"
"803",21,"Female","Single",2465,"bandit-donsaluste"
"804",71,"Male","Widowed",4970,"bandit-profit"
"805",58,"Female","Married",5294,"bandit-profit"
"806",19,"Female","Single",2570,"bandit-picsou"
"807",59,"Male","Married",4363,"bandit-profit"
"808",21,"Male","Single",2737,"bandit-radinou"
"809",38,"Male","Married",3899,"bandit-donsaluste"
"810",41,"Male","Married",4315,"bandit-donsaluste"
"811",60,"Male","Married",5045,"bandit-profit"
"812",23,"Male","Single",2863,"bandit-radinou"
"813",62,"Male","Widowed",4373,"bandit-donsaluste"
"814",45,"Male","Married",4295,"bandit-donsaluste"
"815",54,"Female","Married",3963,"bandit-picsou"
"816",30,"Female","Married",3690,"bandit-picsou"
"817",38,"Male","Single",3756,"bandit-donsaluste"
"818",41,"Male","Married",3588,"bandit-profit"
"819",41,"Female","Married",3944,"bandit-donsaluste"
"820",65,"Female","Married",4656,"bandit-profit"
"821",39,"Male","Single",3179,"bandit-profit"
"822",59,"Male","Married",4644,"bandit-donsaluste"
"823",38,"Female","Single",3885,"bandit-profit"
"824",51,"Female","Married",4492,"bandit-donsaluste"
"825",41,"Female","Married",4105,"bandit-picsou"
"826",82,"Male","Married",5650,"bandit-donsaluste"
"827",88,"Female","Widowed",5244,"bandit-donsaluste"
"828",41,"Male","Married",3812,"bandit-picsou"
"829",18,"Male","Single",2067,"bandit-picsou"
"830",79,"Female","Married",5025,"bandit-picsou"
"831",40,"Female","Married",3862,"bandit-picsou"
"832",76,"Female","Widowed",4535,"bandit-profit"
"833",61,"Male","Married",5162,"bandit-profit"
"834",75,"Male","Married",4832,"bandit-donsaluste"
"835",40,"Male","Single",4724,"bandit-donsaluste"
"836",36,"Female","Single",3633,"bandit-picsou"
"837",78,"Male","Married",4621,"bandit-radinou"
"838",23,"Female","Single",2929,"bandit-radinou"
"839",67,"Female","Married",5246,"bandit-donsaluste"
"840",39,"Female","Divorced",3642,"bandit-picsou"
"841",40,"Male","Married",5002,"bandit-picsou"
"842",74,"Female","Married",4944,"bandit-profit"
"843",74,"Female","Married",5572,"bandit-profit"
"844",58,"Female","Married",4688,"bandit-profit"
"845",68,"Male","Married",5338,"bandit-profit"
"846",69,"Male","Married",4644,"bandit-profit"
"847",61,"Male","Married",5100,"bandit-profit"
"848",70,"Female","Married",4955,"bandit-profit"
"849",36,"Female","Married",3249,"bandit-donsaluste"
"850",23,"Male","Single",2135,"bandit-donsaluste"
"851",72,"Male","Married",4667,"bandit-profit"
"852",21,"Female","Single",2341,"bandit-picsou"
"853",82,"Female","Married",4927,"bandit-donsaluste"
"854",37,"Male","Single",3965,"bandit-picsou"
"855",45,"Male","Divorced",3528,"bandit-radinou"
"856",40,"Male","Single",4088,"bandit-donsaluste"
"857",70,"Female","Married",5326,"bandit-profit"
"858",53,"Female","Divorced",4662,"bandit-donsaluste"
"859",42,"Female","Divorced",4352,"bandit-picsou"
"860",55,"Male","Married",4975,"bandit-radinou"
"861",96,"Female","Widowed",4763,"bandit-donsaluste"
"862",49,"Female","Married",4431,"bandit-profit"
"863",36,"Female","Married",4040,"bandit-profit"
"864",50,"Female","Married",4141,"bandit-donsaluste"
"865",65,"Female","Married",5010,"bandit-profit"
"866",19,"Male","Single",2745,"bandit-donsaluste"
"867",54,"Female","Married",3862,"bandit-profit"
"868",58,"Female","Divorced",4806,"bandit-profit"
"869",24,"Female","Single",2259,"bandit-radinou"
"870",66,"Male","Divorced",5694,"bandit-picsou"
"871",56,"Male","Married",5177,"bandit-profit"
"872",64,"Male","Married",5047,"bandit-donsaluste"
"873",67,"Male","Married",4977,"bandit-profit"
"874",57,"Male","Divorced",4469,"bandit-donsaluste"
"875",56,"Male","Single",4068,"bandit-donsaluste"
"876",52,"Female","Married",4892,"bandit-profit"
"877",55,"Female","Single",4647,"bandit-profit"
"878",29,"Male","Single",2349,"bandit-picsou"
"879",33,"Female","Single",3369,"bandit-picsou"
"880",59,"Female","Married",4457,"bandit-picsou"
"881",81,"Female","Married",4650,"bandit-profit"
"882",20,"Female","Single",1840,"bandit-profit"
"883",56,"Male","Married",4825,"bandit-profit"
"884",56,"Female","Married",5033,"bandit-donsaluste"
"885",53,"Male","Married",4052,"bandit-radinou"
"886",72,"Male","Divorced",5488,"bandit-donsaluste"
"887",58,"Female","Widowed",4749,"bandit-profit"
"888",40,"Female","Single",4214,"bandit-picsou"
"889",78,"Male","Married",4243,"bandit-profit"
"890",31,"Female","Single",2637,"bandit-donsaluste"
"891",37,"Female","Single",4021,"bandit-donsaluste"
"892",58,"Female","Married",4915,"bandit-profit"
"893",52,"Male","Married",4396,"bandit-donsaluste"
"894",54,"Male","Married",3853,"bandit-donsaluste"
"895",69,"Female","Married",5201,"bandit-profit"
"896",50,"Male","Married",4374,"bandit-donsaluste"
"897",40,"Male","Divorced",4154,"bandit-picsou"
"898",43,"Female","Married",4037,"bandit-profit"
"899",46,"Female","Single",3627,"bandit-profit"
"900",61,"Female","Married",4689,"bandit-picsou"
"901",48,"Male","Married",3729,"bandit-picsou"
"902",20,"Male","Single",2135,"bandit-radinou"
"903",88,"Female","Married",4747,"bandit-profit"
"904",58,"Male","Married",4936,"bandit-profit"
"905",44,"Male","Married",3680,"bandit-donsaluste"
"906",49,"Male","Divorced",4116,"bandit-radinou"
"907",38,"Female","Married",4011,"bandit-radinou"
"908",52,"Male","Married",3858,"bandit-picsou"
"909",54,"Male","Single",5375,"bandit-profit"
"910",21,"Male","Single",2897,"bandit-donsaluste"
"911",20,"Male","Single",2136,"bandit-radinou"
"912",54,"Female","Married",4281,"bandit-donsaluste"
"913",80,"Female","Widowed",5204,"bandit-donsaluste"
"914",73,"Female","Married",4764,"bandit-profit"
"915",55,"Male","Widowed",4543,"bandit-profit"
"916",31,"Female","Single",2589,"bandit-profit"
"917",45,"Female","Single",4086,"bandit-profit"
"918",85,"Female","Widowed",4728,"bandit-profit"
