"","age","gender","status","salary","bank","activity","amount"
"416",64,"Female","Married",4900,"bandit-profit","Brass Animals",97
"417",26,"Female","Single",3566,"bandit-radinou","Trading Cards",47
"418",59,"Female","Divorced",5298,"bandit-profit","Brass Animals",100
"419",45,"Male","Divorced",4152,"bandit-profit","Dachshunds",435
"420",44,"Male","Single",4202,"bandit-donsaluste","Dachshunds",251
"421",90,"Female","Widowed",5514,"bandit-donsaluste","Brass Animals",116
"422",38,"Male","Single",3587,"bandit-donsaluste","Dachshunds",278
"423",53,"Male","Married",3423,"bandit-profit","Dachshunds",527
"424",61,"Male","Married",5289,"bandit-profit","Dachshunds",382
"425",18,"Male","Single",2164,"bandit-radinou","Brass Animals",100
"426",38,"Male","Married",4276,"bandit-picsou","Trading Cards",53
"427",57,"Female","Married",4481,"bandit-profit","Dachshunds",460
"428",69,"Male","Married",4774,"bandit-profit","Trading Cards",40
"429",40,"Male","Single",3741,"bandit-donsaluste","Dachshunds",475
"430",53,"Male","Divorced",4547,"bandit-donsaluste","Brass Animals",98
"431",19,"Female","Single",1704,"bandit-radinou","Trading Cards",70
"432",33,"Male","Single",3356,"bandit-profit","Trading Cards",61
"433",24,"Female","Single",2825,"bandit-donsaluste","Dachshunds",499
"434",82,"Female","Married",5428,"bandit-donsaluste","Dachshunds",578
"435",33,"Female","Single",3646,"bandit-radinou","Trading Cards",51
"436",72,"Female","Married",4993,"bandit-profit","Dachshunds",460
"437",22,"Female","Single",2377,"bandit-picsou","Dachshunds",344
"438",49,"Female","Divorced",3929,"bandit-donsaluste","Dachshunds",327
"439",37,"Female","Single",3164,"bandit-picsou","Dachshunds",395
"440",28,"Female","Single",2978,"bandit-radinou","Trading Cards",50
"441",46,"Female","Married",3938,"bandit-donsaluste","Trading Cards",48
"442",77,"Male","Married",5112,"bandit-profit","Trading Cards",36
"443",57,"Male","Married",4920,"bandit-profit","Dachshunds",483
"444",57,"Female","Single",4600,"bandit-donsaluste","Trading Cards",30
"445",59,"Female","Married",4432,"bandit-profit","Brass Animals",126
"446",63,"Female","Divorced",5512,"bandit-profit","Dachshunds",352
"447",42,"Male","Married",4009,"bandit-donsaluste","Dachshunds",316
"448",18,"Male","Single",2636,"bandit-radinou","Dachshunds",377
"449",59,"Male","Married",4612,"bandit-profit","Dachshunds",565
"450",61,"Female","Married",4823,"bandit-profit","Dachshunds",241
"451",78,"Female","Widowed",5209,"bandit-picsou","Brass Animals",124
"452",81,"Female","Widowed",5556,"bandit-donsaluste","Brass Animals",103
"453",20,"Male","Single",2998,"bandit-donsaluste","Dachshunds",526
"454",54,"Male","Married",4739,"bandit-profit","Dachshunds",348
"455",23,"Male","Single",3492,"bandit-picsou","Dachshunds",373
"456",46,"Female","Married",4950,"bandit-donsaluste","Brass Animals",70
"457",84,"Male","Married",5193,"bandit-profit","Brass Animals",111
"458",63,"Male","Married",4609,"bandit-picsou","Dachshunds",455
"459",60,"Male","Widowed",4951,"bandit-donsaluste","Dachshunds",448
"460",87,"Female","Married",4202,"bandit-profit","Brass Animals",117
"461",53,"Male","Married",4120,"bandit-profit","Dachshunds",468
"462",87,"Male","Widowed",5414,"bandit-profit","Dachshunds",581
"463",62,"Female","Married",4653,"bandit-profit","Dachshunds",358
"464",86,"Female","Married",4489,"bandit-profit","Dachshunds",468
"465",60,"Female","Divorced",5012,"bandit-donsaluste","Brass Animals",127
"466",57,"Male","Divorced",5115,"bandit-donsaluste","Dachshunds",364
"467",32,"Female","Single",3328,"bandit-radinou","Dachshunds",369
"468",33,"Male","Single",3529,"bandit-picsou","Trading Cards",57
"469",18,"Male","Single",1507,"bandit-radinou","Trading Cards",52
"470",85,"Female","Widowed",5322,"bandit-picsou","Brass Animals",138
"471",41,"Male","Single",4506,"bandit-picsou","Dachshunds",374
"472",93,"Female","Widowed",4529,"bandit-profit","Dachshunds",350
"473",44,"Female","Married",5101,"bandit-donsaluste","Dachshunds",546
"474",40,"Female","Married",4110,"bandit-picsou","Dachshunds",480
"475",68,"Female","Single",5006,"bandit-donsaluste","Trading Cards",59
"476",25,"Male","Single",3720,"bandit-picsou","Dachshunds",536
"477",69,"Male","Married",5278,"bandit-donsaluste","Dachshunds",419
"478",62,"Female","Married",5298,"bandit-picsou","Dachshunds",322
"479",31,"Male","Single",3455,"bandit-donsaluste","Trading Cards",69
"480",42,"Female","Married",4038,"bandit-picsou","Brass Animals",73
"481",29,"Female","Married",3174,"bandit-picsou","Trading Cards",61
"482",70,"Female","Divorced",5402,"bandit-profit","Dachshunds",355
"483",91,"Male","Widowed",5642,"bandit-picsou","Dachshunds",490
"484",43,"Female","Single",5036,"bandit-donsaluste","Trading Cards",58
"485",28,"Female","Single",3290,"bandit-donsaluste","Trading Cards",59
"486",52,"Female","Married",4602,"bandit-picsou","Trading Cards",49
"487",27,"Male","Single",3178,"bandit-donsaluste","Dachshunds",535
"488",19,"Female","Single",2625,"bandit-picsou","Trading Cards",34
"489",69,"Female","Divorced",4736,"bandit-donsaluste","Brass Animals",70
"490",49,"Female","Divorced",4384,"bandit-donsaluste","Dachshunds",479
"491",73,"Male","Married",3900,"bandit-profit","Brass Animals",78
"492",28,"Male","Single",2880,"bandit-picsou","Dachshunds",445
"493",35,"Female","Single",4726,"bandit-picsou","Brass Animals",141
"494",38,"Male","Single",3701,"bandit-picsou","Trading Cards",61
"495",72,"Male","Married",5583,"bandit-donsaluste","Brass Animals",132
"496",53,"Female","Married",4341,"bandit-donsaluste","Trading Cards",54
"497",66,"Male","Married",4930,"bandit-profit","Dachshunds",391
"498",63,"Female","Married",4844,"bandit-profit","Dachshunds",357
"499",68,"Male","Married",5210,"bandit-donsaluste","Trading Cards",50
"500",65,"Male","Divorced",4778,"bandit-picsou","Dachshunds",307
"501",18,"Female","Single",2702,"bandit-radinou","Trading Cards",62
"502",22,"Male","Single",2543,"bandit-picsou","Trading Cards",52
"503",56,"Male","Married",4522,"bandit-profit","Dachshunds",483
"504",69,"Female","Married",5189,"bandit-profit","Dachshunds",426
"505",37,"Male","Single",3238,"bandit-picsou","Trading Cards",57
"506",27,"Male","Single",2578,"bandit-donsaluste","Dachshunds",342
"507",64,"Male","Married",4506,"bandit-profit","Trading Cards",44
"508",71,"Female","Divorced",4481,"bandit-donsaluste","Dachshunds",463
"509",53,"Male","Single",4170,"bandit-donsaluste","Dachshunds",358
"510",43,"Male","Married",4250,"bandit-picsou","Brass Animals",113
"511",69,"Male","Married",4277,"bandit-profit","Dachshunds",449
"512",62,"Male","Married",4963,"bandit-profit","Trading Cards",47
"513",58,"Male","Married",4396,"bandit-radinou","Brass Animals",117
"514",47,"Male","Widowed",4443,"bandit-donsaluste","Dachshunds",331
"515",40,"Female","Single",3795,"bandit-donsaluste","Trading Cards",61
"516",43,"Female","Single",3713,"bandit-picsou","Dachshunds",414
"517",39,"Male","Married",3364,"bandit-picsou","Dachshunds",395
"518",56,"Male","Divorced",4153,"bandit-profit","Dachshunds",388
"519",25,"Female","Married",3049,"bandit-donsaluste","Dachshunds",362
"520",41,"Female","Married",4499,"bandit-picsou","Brass Animals",147
"521",36,"Male","Single",3716,"bandit-profit","Dachshunds",429
"522",66,"Male","Widowed",5655,"bandit-profit","Trading Cards",65
"523",49,"Female","Married",3950,"bandit-profit","Trading Cards",53
"524",47,"Female","Single",4167,"bandit-radinou","Dachshunds",432
"525",66,"Female","Divorced",4859,"bandit-donsaluste","Dachshunds",350
"526",70,"Male","Married",5204,"bandit-donsaluste","Dachshunds",397
"527",75,"Female","Married",5672,"bandit-profit","Dachshunds",263
"528",38,"Female","Married",3560,"bandit-picsou","Trading Cards",44
"529",65,"Female","Married",5610,"bandit-picsou","Dachshunds",389
"530",64,"Female","Married",5374,"bandit-picsou","Trading Cards",48
"531",48,"Male","Single",4805,"bandit-picsou","Trading Cards",37
"532",45,"Female","Single",4764,"bandit-donsaluste","Trading Cards",48
"533",48,"Male","Married",4550,"bandit-donsaluste","Dachshunds",425
"534",39,"Male","Single",3760,"bandit-radinou","Brass Animals",118
"535",78,"Male","Married",5218,"bandit-radinou","Brass Animals",114
"536",42,"Male","Married",4291,"bandit-radinou","Dachshunds",380
"537",22,"Female","Single",2936,"bandit-radinou","Trading Cards",38
"538",35,"Male","Single",3383,"bandit-radinou","Trading Cards",61
"539",44,"Female","Married",3984,"bandit-profit","Brass Animals",99
"540",37,"Male","Single",3634,"bandit-picsou","Trading Cards",47
"541",54,"Female","Married",4406,"bandit-donsaluste","Dachshunds",473
"542",49,"Female","Married",4297,"bandit-profit","Dachshunds",383
"543",43,"Male","Single",4112,"bandit-donsaluste","Dachshunds",364
"544",61,"Female","Married",5121,"bandit-donsaluste","Trading Cards",48
"545",39,"Female","Married",4504,"bandit-picsou","Trading Cards",55
"546",45,"Male","Single",3784,"bandit-picsou","Dachshunds",347
"547",19,"Female","Single",2818,"bandit-picsou","Trading Cards",65
"548",86,"Female","Widowed",5287,"bandit-profit","Dachshunds",347
"549",44,"Male","Married",3531,"bandit-picsou","Dachshunds",444
"550",24,"Male","Single",1635,"bandit-radinou","Trading Cards",63
"551",33,"Female","Single",3503,"bandit-profit","Brass Animals",79
"552",82,"Male","Married",5369,"bandit-donsaluste","Dachshunds",340
"553",54,"Male","Married",4777,"bandit-picsou","Dachshunds",413
"554",63,"Male","Married",4719,"bandit-profit","Brass Animals",140
"555",82,"Male","Widowed",5000,"bandit-donsaluste","Trading Cards",35
"556",61,"Female","Married",4479,"bandit-profit","Brass Animals",106
"557",45,"Male","Married",3477,"bandit-profit","Trading Cards",46
"558",63,"Female","Married",5334,"bandit-donsaluste","Trading Cards",59
"559",43,"Male","Single",4234,"bandit-profit","Trading Cards",68
"560",59,"Female","Married",4461,"bandit-profit","Dachshunds",359
"561",72,"Female","Married",5265,"bandit-donsaluste","Trading Cards",50
"562",37,"Male","Single",4581,"bandit-donsaluste","Dachshunds",487
"563",62,"Female","Widowed",4647,"bandit-donsaluste","Brass Animals",111
"564",78,"Male","Divorced",4504,"bandit-profit","Dachshunds",368
"565",59,"Female","Single",4230,"bandit-profit","Trading Cards",50
"566",23,"Female","Single",2162,"bandit-radinou","Trading Cards",40
"567",20,"Female","Single",2236,"bandit-radinou","Dachshunds",386
"568",19,"Male","Single",2698,"bandit-radinou","Trading Cards",51
"569",61,"Female","Married",5461,"bandit-profit","Dachshunds",342
"570",23,"Female","Single",3034,"bandit-radinou","Dachshunds",458
"571",68,"Female","Widowed",4601,"bandit-profit","Trading Cards",56
"572",69,"Male","Married",4944,"bandit-donsaluste","Brass Animals",97
"573",85,"Female","Married",4622,"bandit-profit","Dachshunds",470
"574",24,"Male","Single",2265,"bandit-radinou","Brass Animals",107
"575",25,"Female","Single",3478,"bandit-picsou","Brass Animals",65
"576",74,"Female","Divorced",4685,"bandit-profit","Dachshunds",245
"577",56,"Female","Divorced",3523,"bandit-profit","Trading Cards",52
"578",61,"Male","Divorced",4789,"bandit-donsaluste","Dachshunds",485
"579",76,"Male","Married",5182,"bandit-radinou","Dachshunds",379
"580",18,"Male","Single",2311,"bandit-picsou","Dachshunds",445
"581",54,"Male","Married",4508,"bandit-donsaluste","Brass Animals",82
"582",25,"Female","Single",2727,"bandit-picsou","Trading Cards",33
"583",41,"Male","Single",4348,"bandit-radinou","Brass Animals",148
"584",59,"Female","Single",4784,"bandit-profit","Dachshunds",453
"585",21,"Male","Single",2573,"bandit-radinou","Brass Animals",111
"586",64,"Male","Married",4880,"bandit-picsou","Dachshunds",513
"587",57,"Male","Single",5110,"bandit-donsaluste","Trading Cards",49
"588",54,"Female","Married",4489,"bandit-donsaluste","Dachshunds",420
"589",35,"Male","Married",3832,"bandit-radinou","Dachshunds",222
"590",50,"Male","Divorced",5020,"bandit-donsaluste","Dachshunds",449
"591",89,"Male","Married",5581,"bandit-radinou","Trading Cards",56
"592",60,"Male","Married",4978,"bandit-profit","Dachshunds",477
"593",86,"Male","Widowed",5199,"bandit-donsaluste","Brass Animals",71
"594",41,"Female","Married",4731,"bandit-picsou","Dachshunds",476
"595",49,"Male","Single",3902,"bandit-profit","Trading Cards",58
"596",71,"Female","Divorced",4022,"bandit-donsaluste","Dachshunds",396
"597",40,"Male","Married",3424,"bandit-picsou","Dachshunds",402
"598",42,"Male","Single",4340,"bandit-radinou","Trading Cards",50
"599",22,"Female","Single",1598,"bandit-picsou","Dachshunds",354
"600",23,"Female","Single",2027,"bandit-picsou","Dachshunds",376
"601",25,"Female","Single",2093,"bandit-donsaluste","Trading Cards",56
"602",67,"Male","Single",4738,"bandit-profit","Brass Animals",133
"603",59,"Female","Married",4033,"bandit-donsaluste","Brass Animals",94
"604",56,"Female","Married",4846,"bandit-radinou","Dachshunds",391
"605",66,"Female","Married",5299,"bandit-donsaluste","Dachshunds",237
"606",55,"Female","Divorced",4683,"bandit-profit","Trading Cards",50
"607",19,"Male","Single",2546,"bandit-radinou","Dachshunds",479
"608",20,"Male","Single",1987,"bandit-radinou","Trading Cards",44
"609",48,"Female","Married",4245,"bandit-donsaluste","Brass Animals",114
"610",22,"Female","Single",1892,"bandit-picsou","Dachshunds",429
"611",28,"Male","Single",3260,"bandit-donsaluste","Trading Cards",65
"612",77,"Female","Widowed",4721,"bandit-donsaluste","Trading Cards",45
"613",30,"Female","Single",3552,"bandit-profit","Trading Cards",60
"614",26,"Female","Single",2513,"bandit-picsou","Trading Cards",43
"615",77,"Female","Married",5458,"bandit-profit","Trading Cards",62
"616",50,"Male","Single",4622,"bandit-donsaluste","Trading Cards",25
"617",35,"Male","Single",4085,"bandit-radinou","Brass Animals",110
"618",64,"Female","Married",5328,"bandit-profit","Dachshunds",473
"619",36,"Female","Married",3866,"bandit-profit","Dachshunds",293
"620",24,"Female","Married",2434,"bandit-radinou","Dachshunds",438
"621",89,"Male","Widowed",5233,"bandit-profit","Dachshunds",410
"622",74,"Female","Married",5387,"bandit-profit","Trading Cards",50
"623",45,"Female","Single",4468,"bandit-profit","Trading Cards",68
"624",49,"Male","Single",3294,"bandit-donsaluste","Trading Cards",46
"625",69,"Female","Married",4212,"bandit-profit","Brass Animals",127
"626",39,"Female","Single",3107,"bandit-picsou","Dachshunds",294
"627",32,"Female","Single",3379,"bandit-profit","Dachshunds",420
"628",43,"Female","Married",4380,"bandit-radinou","Brass Animals",142
"629",21,"Male","Single",2892,"bandit-profit","Trading Cards",60
"630",57,"Female","Divorced",4376,"bandit-picsou","Dachshunds",257
"631",43,"Female","Single",3858,"bandit-picsou","Trading Cards",49
"632",28,"Female","Single",1579,"bandit-radinou","Dachshunds",224
"633",51,"Female","Married",4579,"bandit-donsaluste","Dachshunds",373
"634",36,"Female","Married",3824,"bandit-picsou","Dachshunds",467
"635",50,"Female","Single",4039,"bandit-profit","Dachshunds",529
"636",44,"Male","Married",3990,"bandit-donsaluste","Trading Cards",36
"637",34,"Male","Single",3557,"bandit-radinou","Dachshunds",462
"638",40,"Male","Single",4092,"bandit-donsaluste","Trading Cards",38
"639",64,"Male","Married",4601,"bandit-profit","Dachshunds",356
"640",82,"Female","Married",4898,"bandit-profit","Trading Cards",49
"641",45,"Female","Married",3839,"bandit-profit","Trading Cards",61
"642",56,"Male","Married",4333,"bandit-donsaluste","Trading Cards",58
"643",60,"Female","Divorced",5255,"bandit-profit","Dachshunds",449
"644",81,"Male","Widowed",4746,"bandit-profit","Brass Animals",53
"645",30,"Female","Single",2784,"bandit-picsou","Trading Cards",48
"646",64,"Female","Divorced",5027,"bandit-donsaluste","Dachshunds",226
"647",66,"Female","Married",4954,"bandit-profit","Trading Cards",33
"648",64,"Female","Married",5445,"bandit-profit","Trading Cards",62
"649",32,"Male","Married",3471,"bandit-radinou","Trading Cards",50
"650",51,"Female","Married",4018,"bandit-donsaluste","Dachshunds",437
"651",59,"Female","Divorced",4476,"bandit-profit","Dachshunds",450
"652",21,"Female","Single",2533,"bandit-radinou","Dachshunds",413
"653",56,"Female","Divorced",3733,"bandit-profit","Brass Animals",89
"654",40,"Male","Married",4619,"bandit-profit","Brass Animals",68
"655",19,"Female","Single",2847,"bandit-donsaluste","Brass Animals",110
"656",68,"Female","Single",5255,"bandit-profit","Trading Cards",64
"657",57,"Male","Married",4254,"bandit-donsaluste","Dachshunds",338
"658",50,"Male","Divorced",4584,"bandit-donsaluste","Trading Cards",33
"659",50,"Male","Married",4616,"bandit-profit","Dachshunds",409
"660",81,"Male","Married",5301,"bandit-profit","Dachshunds",474
"661",49,"Female","Divorced",4027,"bandit-donsaluste","Dachshunds",235
"662",36,"Male","Single",3486,"bandit-profit","Trading Cards",51
"663",64,"Male","Married",4661,"bandit-profit","Brass Animals",113
"664",69,"Male","Single",5306,"bandit-profit","Trading Cards",25
"665",51,"Female","Married",4002,"bandit-donsaluste","Brass Animals",115
"666",26,"Female","Single",3433,"bandit-radinou","Dachshunds",267
"667",58,"Male","Married",4548,"bandit-donsaluste","Dachshunds",444
"668",52,"Male","Married",4363,"bandit-donsaluste","Dachshunds",467
"669",33,"Female","Single",3624,"bandit-profit","Trading Cards",37
"670",31,"Male","Single",4186,"bandit-donsaluste","Trading Cards",44
"671",82,"Female","Widowed",5378,"bandit-donsaluste","Dachshunds",361
