"","age","gender","status","salary","bank","activity","amount","challenge"
"352",51,"Male","Divorced",4527,"bandit-donsaluste","Dachshunds",483,"ID"
"353",62,"Male","Married",5325,"bandit-profit","Trading Cards",46,"ID"
"354",18,"Female","Single",2639,"bandit-radinou","Brass Animals",105,"OTP"
"355",71,"Female","Married",5426,"bandit-donsaluste","Trading Cards",59,"ID"
"356",46,"Female","Married",3870,"bandit-donsaluste","Brass Animals",90,"SMS"
"357",65,"Male","Married",5121,"bandit-profit","Dachshunds",422,"OTP"
"358",49,"Male","Single",4249,"bandit-donsaluste","Trading Cards",58,"SMS"
"359",48,"Male","Single",3678,"bandit-picsou","Trading Cards",50,"EMAIL"
"360",48,"Male","Single",4070,"bandit-donsaluste","Trading Cards",36,"OTP"
"361",41,"Male","Single",4085,"bandit-picsou","Dachshunds",370,"OTP"
"362",35,"Female","Married",4177,"bandit-picsou","Dachshunds",448,"EMAIL"
"363",75,"Male","Married",4535,"bandit-profit","Brass Animals",101,"ID"
"364",62,"Female","Married",4967,"bandit-radinou","Dachshunds",478,"OTP"
"365",24,"Female","Single",3036,"bandit-radinou","Dachshunds",381,"OTP"
"366",52,"Female","Married",4506,"bandit-profit","Brass Animals",110,"ID"
"367",29,"Female","Married",3532,"bandit-donsaluste","Dachshunds",373,"SMS"
"368",59,"Male","Divorced",4792,"bandit-profit","Dachshunds",430,"ID"
"369",35,"Female","Married",3371,"bandit-donsaluste","Brass Animals",137,"SMS"
"370",33,"Male","Divorced",2302,"bandit-picsou","Brass Animals",99,"SMS"
"371",59,"Male","Married",4523,"bandit-donsaluste","Brass Animals",74,"ID"
"372",53,"Female","Married",4905,"bandit-donsaluste","Brass Animals",99,"ID"
"373",64,"Male","Single",4689,"bandit-profit","Dachshunds",262,"OTP"
"374",66,"Male","Married",4962,"bandit-radinou","Trading Cards",49,"ID"
"375",81,"Female","Divorced",5308,"bandit-donsaluste","Brass Animals",106,"EMAIL"
"376",30,"Male","Married",2615,"bandit-profit","Dachshunds",466,"OTP"
"377",82,"Female","Married",4165,"bandit-picsou","Trading Cards",54,"OTP"
"378",52,"Female","Married",4516,"bandit-picsou","Dachshunds",447,"OTP"
"379",58,"Female","Married",4846,"bandit-donsaluste","Brass Animals",110,"OTP"
"380",77,"Male","Married",5270,"bandit-picsou","Dachshunds",469,"ID"
"381",42,"Male","Single",3387,"bandit-picsou","Trading Cards",53,"EMAIL"
"382",21,"Female","Single",1663,"bandit-radinou","Trading Cards",56,"OTP"
"383",66,"Male","Single",5656,"bandit-picsou","Trading Cards",27,"ID"
"384",41,"Male","Single",3780,"bandit-radinou","Dachshunds",523,"EMAIL"
"385",83,"Female","Widowed",4488,"bandit-profit","Dachshunds",627,"OTP"
"386",46,"Female","Single",3873,"bandit-picsou","Dachshunds",458,"OTP"
"387",59,"Female","Married",4815,"bandit-profit","Dachshunds",463,"OTP"
"388",57,"Female","Married",4622,"bandit-picsou","Trading Cards",44,"OTP"
"389",25,"Male","Single",2660,"bandit-radinou","Trading Cards",43,"EMAIL"
"390",41,"Female","Single",4052,"bandit-picsou","Trading Cards",43,"SMS"
"391",80,"Female","Widowed",5308,"bandit-profit","Dachshunds",317,"OTP"
"392",28,"Male","Married",2207,"bandit-picsou","Trading Cards",50,"SMS"
"393",22,"Female","Single",2724,"bandit-radinou","Brass Animals",57,"SMS"
"394",80,"Male","Married",4860,"bandit-profit","Dachshunds",598,"ID"
"395",68,"Female","Divorced",4269,"bandit-profit","Dachshunds",237,"ID"
"396",45,"Male","Married",4568,"bandit-donsaluste","Dachshunds",505,"OTP"
"397",66,"Male","Divorced",5022,"bandit-profit","Dachshunds",450,"OTP"
"398",64,"Male","Widowed",4838,"bandit-picsou","Dachshunds",192,"OTP"
"399",60,"Male","Married",4704,"bandit-donsaluste","Brass Animals",95,"ID"
"400",25,"Male","Single",2822,"bandit-donsaluste","Dachshunds",427,"SMS"
"401",34,"Male","Single",3578,"bandit-radinou","Trading Cards",35,"SMS"
"402",76,"Male","Married",5332,"bandit-profit","Brass Animals",107,"OTP"
"403",43,"Male","Married",4044,"bandit-picsou","Dachshunds",354,"OTP"
"404",30,"Female","Single",3084,"bandit-radinou","Dachshunds",481,"SMS"
"405",50,"Male","Married",4536,"bandit-donsaluste","Dachshunds",380,"ID"
"406",31,"Female","Married",3826,"bandit-picsou","Dachshunds",445,"SMS"
"407",30,"Female","Single",3545,"bandit-picsou","Trading Cards",64,"OTP"
"408",60,"Male","Single",5116,"bandit-profit","Trading Cards",36,"ID"
"409",54,"Male","Married",4181,"bandit-picsou","Dachshunds",575,"SMS"
"410",41,"Male","Married",3646,"bandit-picsou","Brass Animals",112,"SMS"
"411",36,"Male","Single",4029,"bandit-profit","Dachshunds",459,"OTP"
"412",45,"Female","Divorced",4235,"bandit-donsaluste","Dachshunds",260,"SMS"
"413",18,"Female","Single",2343,"bandit-radinou","Trading Cards",64,"OTP"
"414",55,"Female","Married",4171,"bandit-profit","Dachshunds",410,"SMS"
"415",21,"Male","Single",3243,"bandit-picsou","Trading Cards",43,"SMS"
"416",64,"Female","Married",4900,"bandit-profit","Brass Animals",97,"OTP"
"417",26,"Female","Single",3566,"bandit-radinou","Trading Cards",47,"EMAIL"
"418",59,"Female","Divorced",5298,"bandit-profit","Brass Animals",100,"OTP"
"419",45,"Male","Divorced",4152,"bandit-profit","Dachshunds",435,"OTP"
"420",44,"Male","Single",4202,"bandit-donsaluste","Dachshunds",251,"EMAIL"
"421",90,"Female","Widowed",5514,"bandit-donsaluste","Brass Animals",116,"ID"
"422",38,"Male","Single",3587,"bandit-donsaluste","Dachshunds",278,"OTP"
"423",53,"Male","Married",3423,"bandit-profit","Dachshunds",527,"OTP"
"424",61,"Male","Married",5289,"bandit-profit","Dachshunds",382,"ID"
"425",18,"Male","Single",2164,"bandit-radinou","Brass Animals",100,"EMAIL"
"426",38,"Male","Married",4276,"bandit-picsou","Trading Cards",53,"OTP"
"427",57,"Female","Married",4481,"bandit-profit","Dachshunds",460,"EMAIL"
"428",69,"Male","Married",4774,"bandit-profit","Trading Cards",40,"OTP"
"429",40,"Male","Single",3741,"bandit-donsaluste","Dachshunds",475,"SMS"
"430",53,"Male","Divorced",4547,"bandit-donsaluste","Brass Animals",98,"OTP"
"431",19,"Female","Single",1704,"bandit-radinou","Trading Cards",70,"SMS"
"432",33,"Male","Single",3356,"bandit-profit","Trading Cards",61,"OTP"
"433",24,"Female","Single",2825,"bandit-donsaluste","Dachshunds",499,"SMS"
"434",82,"Female","Married",5428,"bandit-donsaluste","Dachshunds",578,"ID"
"435",33,"Female","Single",3646,"bandit-radinou","Trading Cards",51,"EMAIL"
"436",72,"Female","Married",4993,"bandit-profit","Dachshunds",460,"ID"
"437",22,"Female","Single",2377,"bandit-picsou","Dachshunds",344,"EMAIL"
"438",49,"Female","Divorced",3929,"bandit-donsaluste","Dachshunds",327,"OTP"
"439",37,"Female","Single",3164,"bandit-picsou","Dachshunds",395,"SMS"
"440",28,"Female","Single",2978,"bandit-radinou","Trading Cards",50,"OTP"
"441",46,"Female","Married",3938,"bandit-donsaluste","Trading Cards",48,"OTP"
"442",77,"Male","Married",5112,"bandit-profit","Trading Cards",36,"OTP"
"443",57,"Male","Married",4920,"bandit-profit","Dachshunds",483,"SMS"
"444",57,"Female","Single",4600,"bandit-donsaluste","Trading Cards",30,"ID"
"445",59,"Female","Married",4432,"bandit-profit","Brass Animals",126,"EMAIL"
"446",63,"Female","Divorced",5512,"bandit-profit","Dachshunds",352,"ID"
"447",42,"Male","Married",4009,"bandit-donsaluste","Dachshunds",316,"SMS"
"448",18,"Male","Single",2636,"bandit-radinou","Dachshunds",377,"OTP"
"449",59,"Male","Married",4612,"bandit-profit","Dachshunds",565,"OTP"
"450",61,"Female","Married",4823,"bandit-profit","Dachshunds",241,"ID"
"451",78,"Female","Widowed",5209,"bandit-picsou","Brass Animals",124,"OTP"
"452",81,"Female","Widowed",5556,"bandit-donsaluste","Brass Animals",103,"OTP"
"453",20,"Male","Single",2998,"bandit-donsaluste","Dachshunds",526,"OTP"
"454",54,"Male","Married",4739,"bandit-profit","Dachshunds",348,"OTP"
"455",23,"Male","Single",3492,"bandit-picsou","Dachshunds",373,"SMS"
"456",46,"Female","Married",4950,"bandit-donsaluste","Brass Animals",70,"SMS"
"457",84,"Male","Married",5193,"bandit-profit","Brass Animals",111,"ID"
"458",63,"Male","Married",4609,"bandit-picsou","Dachshunds",455,"SMS"
"459",60,"Male","Widowed",4951,"bandit-donsaluste","Dachshunds",448,"ID"
"460",87,"Female","Married",4202,"bandit-profit","Brass Animals",117,"OTP"
"461",53,"Male","Married",4120,"bandit-profit","Dachshunds",468,"ID"
"462",87,"Male","Widowed",5414,"bandit-profit","Dachshunds",581,"OTP"
"463",62,"Female","Married",4653,"bandit-profit","Dachshunds",358,"ID"
"464",86,"Female","Married",4489,"bandit-profit","Dachshunds",468,"OTP"
"465",60,"Female","Divorced",5012,"bandit-donsaluste","Brass Animals",127,"OTP"
"466",57,"Male","Divorced",5115,"bandit-donsaluste","Dachshunds",364,"EMAIL"
"467",32,"Female","Single",3328,"bandit-radinou","Dachshunds",369,"SMS"
"468",33,"Male","Single",3529,"bandit-picsou","Trading Cards",57,"SMS"
"469",18,"Male","Single",1507,"bandit-radinou","Trading Cards",52,"EMAIL"
"470",85,"Female","Widowed",5322,"bandit-picsou","Brass Animals",138,"ID"
"471",41,"Male","Single",4506,"bandit-picsou","Dachshunds",374,"SMS"
"472",93,"Female","Widowed",4529,"bandit-profit","Dachshunds",350,"ID"
"473",44,"Female","Married",5101,"bandit-donsaluste","Dachshunds",546,"EMAIL"
"474",40,"Female","Married",4110,"bandit-picsou","Dachshunds",480,"OTP"
"475",68,"Female","Single",5006,"bandit-donsaluste","Trading Cards",59,"OTP"
"476",25,"Male","Single",3720,"bandit-picsou","Dachshunds",536,"SMS"
"477",69,"Male","Married",5278,"bandit-donsaluste","Dachshunds",419,"OTP"
"478",62,"Female","Married",5298,"bandit-picsou","Dachshunds",322,"OTP"
"479",31,"Male","Single",3455,"bandit-donsaluste","Trading Cards",69,"SMS"
"480",42,"Female","Married",4038,"bandit-picsou","Brass Animals",73,"EMAIL"
"481",29,"Female","Married",3174,"bandit-picsou","Trading Cards",61,"EMAIL"
"482",70,"Female","Divorced",5402,"bandit-profit","Dachshunds",355,"ID"
"483",91,"Male","Widowed",5642,"bandit-picsou","Dachshunds",490,"ID"
"484",43,"Female","Single",5036,"bandit-donsaluste","Trading Cards",58,"OTP"
"485",28,"Female","Single",3290,"bandit-donsaluste","Trading Cards",59,"EMAIL"
"486",52,"Female","Married",4602,"bandit-picsou","Trading Cards",49,"SMS"
"487",27,"Male","Single",3178,"bandit-donsaluste","Dachshunds",535,"EMAIL"
"488",19,"Female","Single",2625,"bandit-picsou","Trading Cards",34,"EMAIL"
"489",69,"Female","Divorced",4736,"bandit-donsaluste","Brass Animals",70,"ID"
"490",49,"Female","Divorced",4384,"bandit-donsaluste","Dachshunds",479,"SMS"
"491",73,"Male","Married",3900,"bandit-profit","Brass Animals",78,"ID"
"492",28,"Male","Single",2880,"bandit-picsou","Dachshunds",445,"SMS"
"493",35,"Female","Single",4726,"bandit-picsou","Brass Animals",141,"EMAIL"
"494",38,"Male","Single",3701,"bandit-picsou","Trading Cards",61,"OTP"
"495",72,"Male","Married",5583,"bandit-donsaluste","Brass Animals",132,"OTP"
"496",53,"Female","Married",4341,"bandit-donsaluste","Trading Cards",54,"SMS"
"497",66,"Male","Married",4930,"bandit-profit","Dachshunds",391,"ID"
"498",63,"Female","Married",4844,"bandit-profit","Dachshunds",357,"EMAIL"
"499",68,"Male","Married",5210,"bandit-donsaluste","Trading Cards",50,"ID"
"500",65,"Male","Divorced",4778,"bandit-picsou","Dachshunds",307,"OTP"
"501",18,"Female","Single",2702,"bandit-radinou","Trading Cards",62,"OTP"
"502",22,"Male","Single",2543,"bandit-picsou","Trading Cards",52,"EMAIL"
"503",56,"Male","Married",4522,"bandit-profit","Dachshunds",483,"ID"
"504",69,"Female","Married",5189,"bandit-profit","Dachshunds",426,"OTP"
"505",37,"Male","Single",3238,"bandit-picsou","Trading Cards",57,"ID"
"506",27,"Male","Single",2578,"bandit-donsaluste","Dachshunds",342,"ID"
"507",64,"Male","Married",4506,"bandit-profit","Trading Cards",44,"OTP"
"508",71,"Female","Divorced",4481,"bandit-donsaluste","Dachshunds",463,"OTP"
"509",53,"Male","Single",4170,"bandit-donsaluste","Dachshunds",358,"OTP"
"510",43,"Male","Married",4250,"bandit-picsou","Brass Animals",113,"EMAIL"
"511",69,"Male","Married",4277,"bandit-profit","Dachshunds",449,"OTP"
"512",62,"Male","Married",4963,"bandit-profit","Trading Cards",47,"ID"
"513",58,"Male","Married",4396,"bandit-radinou","Brass Animals",117,"OTP"
"514",47,"Male","Widowed",4443,"bandit-donsaluste","Dachshunds",331,"SMS"
"515",40,"Female","Single",3795,"bandit-donsaluste","Trading Cards",61,"OTP"
"516",43,"Female","Single",3713,"bandit-picsou","Dachshunds",414,"OTP"
"517",39,"Male","Married",3364,"bandit-picsou","Dachshunds",395,"SMS"
"518",56,"Male","Divorced",4153,"bandit-profit","Dachshunds",388,"OTP"
"519",25,"Female","Married",3049,"bandit-donsaluste","Dachshunds",362,"ID"
"520",41,"Female","Married",4499,"bandit-picsou","Brass Animals",147,"EMAIL"
"521",36,"Male","Single",3716,"bandit-profit","Dachshunds",429,"SMS"
"522",66,"Male","Widowed",5655,"bandit-profit","Trading Cards",65,"EMAIL"
"523",49,"Female","Married",3950,"bandit-profit","Trading Cards",53,"OTP"
"524",47,"Female","Single",4167,"bandit-radinou","Dachshunds",432,"ID"
"525",66,"Female","Divorced",4859,"bandit-donsaluste","Dachshunds",350,"OTP"
"526",70,"Male","Married",5204,"bandit-donsaluste","Dachshunds",397,"OTP"
"527",75,"Female","Married",5672,"bandit-profit","Dachshunds",263,"ID"
"528",38,"Female","Married",3560,"bandit-picsou","Trading Cards",44,"OTP"
"529",65,"Female","Married",5610,"bandit-picsou","Dachshunds",389,"ID"
"530",64,"Female","Married",5374,"bandit-picsou","Trading Cards",48,"OTP"
"531",48,"Male","Single",4805,"bandit-picsou","Trading Cards",37,"OTP"
"532",45,"Female","Single",4764,"bandit-donsaluste","Trading Cards",48,"OTP"
"533",48,"Male","Married",4550,"bandit-donsaluste","Dachshunds",425,"ID"
"534",39,"Male","Single",3760,"bandit-radinou","Brass Animals",118,"ID"
"535",78,"Male","Married",5218,"bandit-radinou","Brass Animals",114,"ID"
"536",42,"Male","Married",4291,"bandit-radinou","Dachshunds",380,"SMS"
"537",22,"Female","Single",2936,"bandit-radinou","Trading Cards",38,"EMAIL"
"538",35,"Male","Single",3383,"bandit-radinou","Trading Cards",61,"SMS"
"539",44,"Female","Married",3984,"bandit-profit","Brass Animals",99,"OTP"
"540",37,"Male","Single",3634,"bandit-picsou","Trading Cards",47,"OTP"
"541",54,"Female","Married",4406,"bandit-donsaluste","Dachshunds",473,"ID"
"542",49,"Female","Married",4297,"bandit-profit","Dachshunds",383,"ID"
"543",43,"Male","Single",4112,"bandit-donsaluste","Dachshunds",364,"ID"
"544",61,"Female","Married",5121,"bandit-donsaluste","Trading Cards",48,"ID"
"545",39,"Female","Married",4504,"bandit-picsou","Trading Cards",55,"OTP"
"546",45,"Male","Single",3784,"bandit-picsou","Dachshunds",347,"SMS"
"547",19,"Female","Single",2818,"bandit-picsou","Trading Cards",65,"SMS"
"548",86,"Female","Widowed",5287,"bandit-profit","Dachshunds",347,"OTP"
"549",44,"Male","Married",3531,"bandit-picsou","Dachshunds",444,"SMS"
"550",24,"Male","Single",1635,"bandit-radinou","Trading Cards",63,"OTP"
"551",33,"Female","Single",3503,"bandit-profit","Brass Animals",79,"SMS"
"552",82,"Male","Married",5369,"bandit-donsaluste","Dachshunds",340,"ID"
"553",54,"Male","Married",4777,"bandit-picsou","Dachshunds",413,"OTP"
"554",63,"Male","Married",4719,"bandit-profit","Brass Animals",140,"OTP"
"555",82,"Male","Widowed",5000,"bandit-donsaluste","Trading Cards",35,"OTP"
"556",61,"Female","Married",4479,"bandit-profit","Brass Animals",106,"OTP"
"557",45,"Male","Married",3477,"bandit-profit","Trading Cards",46,"OTP"
"558",63,"Female","Married",5334,"bandit-donsaluste","Trading Cards",59,"OTP"
"559",43,"Male","Single",4234,"bandit-profit","Trading Cards",68,"OTP"
"560",59,"Female","Married",4461,"bandit-profit","Dachshunds",359,"OTP"
"561",72,"Female","Married",5265,"bandit-donsaluste","Trading Cards",50,"OTP"
"562",37,"Male","Single",4581,"bandit-donsaluste","Dachshunds",487,"SMS"
"563",62,"Female","Widowed",4647,"bandit-donsaluste","Brass Animals",111,"EMAIL"
"564",78,"Male","Divorced",4504,"bandit-profit","Dachshunds",368,"OTP"
"565",59,"Female","Single",4230,"bandit-profit","Trading Cards",50,"OTP"
"566",23,"Female","Single",2162,"bandit-radinou","Trading Cards",40,"OTP"
"567",20,"Female","Single",2236,"bandit-radinou","Dachshunds",386,"EMAIL"
"568",19,"Male","Single",2698,"bandit-radinou","Trading Cards",51,"ID"
"569",61,"Female","Married",5461,"bandit-profit","Dachshunds",342,"OTP"
"570",23,"Female","Single",3034,"bandit-radinou","Dachshunds",458,"OTP"
"571",68,"Female","Widowed",4601,"bandit-profit","Trading Cards",56,"ID"
"572",69,"Male","Married",4944,"bandit-donsaluste","Brass Animals",97,"OTP"
"573",85,"Female","Married",4622,"bandit-profit","Dachshunds",470,"SMS"
"574",24,"Male","Single",2265,"bandit-radinou","Brass Animals",107,"SMS"
"575",25,"Female","Single",3478,"bandit-picsou","Brass Animals",65,"EMAIL"
"576",74,"Female","Divorced",4685,"bandit-profit","Dachshunds",245,"OTP"
"577",56,"Female","Divorced",3523,"bandit-profit","Trading Cards",52,"ID"
"578",61,"Male","Divorced",4789,"bandit-donsaluste","Dachshunds",485,"ID"
"579",76,"Male","Married",5182,"bandit-radinou","Dachshunds",379,"ID"
"580",18,"Male","Single",2311,"bandit-picsou","Dachshunds",445,"SMS"
"581",54,"Male","Married",4508,"bandit-donsaluste","Brass Animals",82,"OTP"
"582",25,"Female","Single",2727,"bandit-picsou","Trading Cards",33,"OTP"
"583",41,"Male","Single",4348,"bandit-radinou","Brass Animals",148,"OTP"
"584",59,"Female","Single",4784,"bandit-profit","Dachshunds",453,"OTP"
"585",21,"Male","Single",2573,"bandit-radinou","Brass Animals",111,"SMS"
"586",64,"Male","Married",4880,"bandit-picsou","Dachshunds",513,"OTP"
"587",57,"Male","Single",5110,"bandit-donsaluste","Trading Cards",49,"OTP"
"588",54,"Female","Married",4489,"bandit-donsaluste","Dachshunds",420,"OTP"
"589",35,"Male","Married",3832,"bandit-radinou","Dachshunds",222,"SMS"
"590",50,"Male","Divorced",5020,"bandit-donsaluste","Dachshunds",449,"ID"
"591",89,"Male","Married",5581,"bandit-radinou","Trading Cards",56,"SMS"
"592",60,"Male","Married",4978,"bandit-profit","Dachshunds",477,"OTP"
"593",86,"Male","Widowed",5199,"bandit-donsaluste","Brass Animals",71,"EMAIL"
"594",41,"Female","Married",4731,"bandit-picsou","Dachshunds",476,"SMS"
"595",49,"Male","Single",3902,"bandit-profit","Trading Cards",58,"OTP"
"596",71,"Female","Divorced",4022,"bandit-donsaluste","Dachshunds",396,"OTP"
"597",40,"Male","Married",3424,"bandit-picsou","Dachshunds",402,"EMAIL"
"598",42,"Male","Single",4340,"bandit-radinou","Trading Cards",50,"OTP"
"599",22,"Female","Single",1598,"bandit-picsou","Dachshunds",354,"EMAIL"
"600",23,"Female","Single",2027,"bandit-picsou","Dachshunds",376,"SMS"
"601",25,"Female","Single",2093,"bandit-donsaluste","Trading Cards",56,"SMS"
"602",67,"Male","Single",4738,"bandit-profit","Brass Animals",133,"OTP"
"603",59,"Female","Married",4033,"bandit-donsaluste","Brass Animals",94,"ID"
"604",56,"Female","Married",4846,"bandit-radinou","Dachshunds",391,"EMAIL"
"605",66,"Female","Married",5299,"bandit-donsaluste","Dachshunds",237,"OTP"
"606",55,"Female","Divorced",4683,"bandit-profit","Trading Cards",50,"OTP"
"607",19,"Male","Single",2546,"bandit-radinou","Dachshunds",479,"SMS"
"608",20,"Male","Single",1987,"bandit-radinou","Trading Cards",44,"SMS"
"609",48,"Female","Married",4245,"bandit-donsaluste","Brass Animals",114,"EMAIL"
"610",22,"Female","Single",1892,"bandit-picsou","Dachshunds",429,"SMS"
"611",28,"Male","Single",3260,"bandit-donsaluste","Trading Cards",65,"OTP"
"612",77,"Female","Widowed",4721,"bandit-donsaluste","Trading Cards",45,"ID"
"613",30,"Female","Single",3552,"bandit-profit","Trading Cards",60,"OTP"
"614",26,"Female","Single",2513,"bandit-picsou","Trading Cards",43,"EMAIL"
"615",77,"Female","Married",5458,"bandit-profit","Trading Cards",62,"OTP"
